id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4,disciplina,media_b1,taxa_atividades_b1,media_b2,taxa_atividades_b2,media_b3,taxa_atividades_b3,media_b4,taxa_atividades_b4,media_anual,total_faltas,frequencia_anual,total_ativs_entregues,total_ativs,taxa_atividades_anual,situacao,matricula,nome,turma,serie,genero,data_nascimento,disciplina_key,faixa_desempenho,nivel_saeb_est
20240515,P009,60,8.3,8.3,10,10,1,5.5,9.0,9,10,1,4.8,5.9,8,10,5,7.5,5.6,8,10,5,Ciências da Natureza,8.3,1.0,7.25,0.9,5.35,0.8,6.55,0.8,6.86,12,0.95,35,40,0.875,Aprovado,20240515,Eduardo Carvalho,3ºD,3º Ano,M,2007-03-04,ciencias_natureza,Básico,6
20240516,P009,60,7.2,7.1,10,10,1,6.5,8.0,10,10,3,6.5,7.1,10,10,0,8.4,7.9,10,10,5,Ciências da Natureza,7.15,1.0,7.25,1.0,6.8,1.0,8.15,1.0,7.34,9,0.9625,40,40,1.0,Aprovado,20240516,Rafaela Monteiro,3ºD,3º Ano,F,2005-12-01,ciencias_natureza,Adequado,7
20240517,P009,60,7.9,5.2,7,10,4,7.5,5.6,8,10,12,5.0,6.7,5,10,3,5.5,7.9,6,10,3,Ciências da Natureza,6.55,0.7,6.55,0.8,5.85,0.5,6.7,0.6,6.41,22,0.9083,26,40,0.65,Aprovado,20240517,Rafaela Rodrigues,3ºD,3º Ano,F,2006-09-17,ciencias_natureza,Básico,6
20240518,P009,60,7.9,4.1,6,10,9,5.6,4.8,6,10,3,6.2,7.4,6,10,7,6.5,6.0,7,10,11,Ciências da Natureza,6.0,0.6,5.2,0.6,6.8,0.6,6.25,0.7,6.06,30,0.875,25,40,0.625,Aprovado,20240518,Eduardo Ferreira,3ºD,3º Ano,M,2007-05-06,ciencias_natureza,Básico,6
20240519,P009,60,8.6,3.6,6,10,13,8.5,6.0,6,10,9,6.7,6.1,3,10,9,9.0,5.1,3,10,8,Ciências da Natureza,6.1,0.6,7.25,0.6,6.4,0.3,7.05,0.3,6.7,39,0.8375,18,40,0.45,Aprovado,20240519,Helena Gomes,3ºD,3º Ano,F,2007-05-24,ciencias_natureza,Básico,6
20240520,P009,60,6.8,7.5,9,10,7,4.5,5.5,9,10,5,6.6,5.6,8,10,7,5.7,6.3,7,10,8,Ciências da Natureza,7.15,0.9,5.0,0.9,6.1,0.8,6.0,0.7,6.06,27,0.8875,33,40,0.825,Aprovado,20240520,Vitor Pereira,3ºD,3º Ano,M,2005-06-26,ciencias_natureza,Básico,6
20240521,P009,60,7.7,6.3,3,10,12,8.3,5.4,7,10,14,5.0,9.5,6,10,15,5.9,5.0,3,10,19,Ciências da Natureza,7.0,0.3,6.85,0.7,7.25,0.6,5.45,0.3,6.64,60,0.75,19,40,0.475,Aprovado,20240521,Nayara Moreira,3ºD,3º Ano,F,2007-02-09,ciencias_natureza,Básico,6
20240522,P009,60,4.4,8.3,7,10,8,6.3,6.4,9,10,4,6.6,8.2,7,10,6,6.5,10.0,5,10,6,Ciências da Natureza,6.35,0.7,6.35,0.9,7.4,0.7,8.25,0.5,7.09,24,0.9,28,40,0.7,Aprovado,20240522,Leandro Silva,3ºD,3º Ano,M,2007-11-03,ciencias_natureza,Adequado,7
20240523,P009,60,7.0,8.3,8,10,1,7.9,6.7,8,10,0,6.0,7.3,10,10,0,7.5,6.0,9,10,5,Ciências da Natureza,7.65,0.8,7.3,0.8,6.65,1.0,6.75,0.9,7.09,6,0.975,35,40,0.875,Aprovado,20240523,Bruna Ribeiro,3ºD,3º Ano,F,2007-06-02,ciencias_natureza,Adequado,7
20240524,P009,60,7.0,8.5,4,10,15,9.7,8.0,4,10,19,9.4,5.9,6,10,14,7.8,8.7,4,10,16,Ciências da Natureza,7.75,0.4,8.85,0.4,7.65,0.6,8.25,0.4,8.12,64,0.7333,18,40,0.45,Reprovado,20240524,Ingrid Monteiro,3ºD,3º Ano,F,2007-03-12,ciencias_natureza,Adequado,8
20240525,P009,60,5.5,6.1,9,10,1,9.2,5.4,10,10,3,4.9,8.9,8,10,4,8.5,7.4,10,10,4,Ciências da Natureza,5.8,0.9,7.3,1.0,6.9,0.8,7.95,1.0,6.99,12,0.95,37,40,0.925,Aprovado,20240525,Eduarda Cardoso,3ºD,3º Ano,F,2005-10-22,ciencias_natureza,Básico,6
20240526,P009,60,6.7,6.2,6,10,3,7.2,9.0,6,10,9,7.1,9.8,5,10,10,5.5,6.8,5,10,9,Ciências da Natureza,6.45,0.6,8.1,0.6,8.45,0.5,6.15,0.5,7.29,31,0.8708,22,40,0.55,Aprovado,20240526,Carlos Barbosa,3ºD,3º Ano,M,2005-12-17,ciencias_natureza,Adequado,7
20240527,P009,60,6.3,5.3,8,10,3,6.6,7.4,10,10,2,7.5,9.8,10,10,5,7.5,8.4,8,10,0,Ciências da Natureza,5.8,0.8,7.0,1.0,8.65,1.0,7.95,0.8,7.35,10,0.9583,36,40,0.9,Aprovado,20240527,Vanessa Barbosa,3ºD,3º Ano,F,2005-04-02,ciencias_natureza,Adequado,7
20240528,P009,60,6.9,9.1,5,10,16,10.0,7.5,3,10,17,5.4,6.0,7,10,14,7.2,7.4,2,10,8,Ciências da Natureza,8.0,0.5,8.75,0.3,5.7,0.7,7.3,0.2,7.44,55,0.7708,17,40,0.425,Aprovado,20240528,Elisa Almeida,3ºD,3º Ano,F,2006-03-06,ciencias_natureza,Adequado,7
20240529,P009,60,7.8,7.4,9,10,4,6.8,5.9,8,10,6,7.4,9.4,6,10,5,8.2,7.5,9,10,6,Ciências da Natureza,7.6,0.9,6.35,0.8,8.4,0.6,7.85,0.9,7.55,21,0.9125,32,40,0.8,Aprovado,20240529,Davi Nascimento,3ºD,3º Ano,M,2005-09-26,ciencias_natureza,Adequado,7
20240530,P009,60,8.2,6.3,8,10,4,6.1,5.8,9,10,3,6.6,6.2,8,10,2,8.5,6.1,8,10,5,Ciências da Natureza,7.25,0.8,5.95,0.9,6.4,0.8,7.3,0.8,6.72,14,0.9417,33,40,0.825,Aprovado,20240530,Gustavo Farias,3ºD,3º Ano,M,2007-11-14,ciencias_natureza,Básico,6
20240531,P009,60,5.7,9.5,7,10,12,6.2,7.0,8,10,4,7.4,5.2,9,10,7,8.5,7.7,5,10,5,Ciências da Natureza,7.6,0.7,6.6,0.8,6.3,0.9,8.1,0.5,7.15,28,0.8833,29,40,0.725,Aprovado,20240531,Cecília Barbosa,3ºD,3º Ano,F,2005-07-24,ciencias_natureza,Adequado,7
20240532,P009,60,9.0,5.8,7,10,13,6.9,6.9,4,10,10,7.2,4.8,7,10,15,7.0,4.8,3,10,8,Ciências da Natureza,7.4,0.7,6.9,0.4,6.0,0.7,5.9,0.3,6.55,46,0.8083,21,40,0.525,Aprovado,20240532,Diana Oliveira,3ºD,3º Ano,F,2005-10-12,ciencias_natureza,Básico,6
20240533,P009,60,7.3,3.8,9,10,3,4.2,7.9,10,10,4,6.0,5.4,10,10,2,8.6,7.3,8,10,3,Ciências da Natureza,5.55,0.9,6.05,1.0,5.7,1.0,7.95,0.8,6.31,12,0.95,37,40,0.925,Aprovado,20240533,Isabela Melo,3ºD,3º Ano,F,2007-01-06,ciencias_natureza,Básico,6
20240534,P009,60,8.0,6.6,7,10,9,10.0,6.0,8,10,7,9.2,6.7,7,10,7,4.5,7.5,8,10,8,Ciências da Natureza,7.3,0.7,8.0,0.8,7.95,0.7,6.0,0.8,7.31,31,0.8708,30,40,0.75,Aprovado,20240534,Letícia Souza,3ºD,3º Ano,F,2007-01-13,ciencias_natureza,Adequado,7
20240535,P009,60,7.2,5.3,7,10,4,5.5,6.8,9,10,5,7.3,3.3,8,10,5,8.3,6.1,7,10,11,Ciências da Natureza,6.25,0.7,6.15,0.9,5.3,0.8,7.2,0.7,6.22,25,0.8958,31,40,0.775,Aprovado,20240535,Diana Ferreira,3ºD,3º Ano,F,2006-05-25,ciencias_natureza,Básico,6
20240536,P009,60,4.9,8.1,9,10,5,6.8,8.5,8,10,2,7.4,6.8,10,10,1,6.6,7.5,10,10,2,Ciências da Natureza,6.5,0.9,7.65,0.8,7.1,1.0,7.05,1.0,7.08,10,0.9583,37,40,0.925,Aprovado,20240536,Ivan Gomes,3ºD,3º Ano,M,2006-02-18,ciencias_natureza,Adequado,7
20240537,P009,60,6.2,5.6,9,10,5,7.7,6.6,8,10,0,6.8,8.3,8,10,3,6.6,6.8,8,10,2,Ciências da Natureza,5.9,0.9,7.15,0.8,7.55,0.8,6.7,0.8,6.82,10,0.9583,33,40,0.825,Aprovado,20240537,Diana Martins,3ºD,3º Ano,F,2006-04-10,ciencias_natureza,Básico,6
20240538,P009,60,6.0,7.4,8,10,2,7.3,8.1,9,10,3,6.0,6.2,9,10,0,7.9,7.2,8,10,2,Ciências da Natureza,6.7,0.8,7.7,0.9,6.1,0.9,7.55,0.8,7.01,7,0.9708,34,40,0.85,Aprovado,20240538,André Carvalho,3ºD,3º Ano,M,2006-12-20,ciencias_natureza,Adequado,7
20240539,P009,60,5.5,8.6,8,10,1,4.4,7.9,9,10,4,5.0,9.4,8,10,3,4.6,8.4,9,10,0,Ciências da Natureza,7.05,0.8,6.15,0.9,7.2,0.8,6.5,0.9,6.72,8,0.9667,34,40,0.85,Aprovado,20240539,Bruna Carvalho,3ºD,3º Ano,F,2006-10-16,ciencias_natureza,Básico,6
20240540,P009,60,6.7,6.3,8,10,3,7.1,7.7,8,10,4,5.5,5.7,10,10,1,7.7,4.4,10,10,5,Ciências da Natureza,6.5,0.8,7.4,0.8,5.6,1.0,6.05,1.0,6.39,13,0.9458,36,40,0.9,Aprovado,20240540,Eduardo Almeida,3ºD,3º Ano,M,2005-12-18,ciencias_natureza,Básico,6
20240001,P010,60,7.5,10.0,9,10,5,7.0,9.6,9,10,4,7.5,8.8,10,10,4,9.0,9.5,8,10,2,Ciências Humanas,8.75,0.9,8.3,0.9,8.15,1.0,9.25,0.8,8.61,15,0.9375,36,40,0.9,Aprovado,20240001,Bruno Farias,1ºA,1º Ano,M,2009-08-27,ciencias_humanas,Avançado,9
20240002,P010,60,7.9,10.0,9,10,3,7.5,8.5,9,10,2,8.5,6.8,8,10,1,7.8,8.4,8,10,5,Ciências Humanas,8.95,0.9,8.0,0.9,7.65,0.8,8.1,0.8,8.18,11,0.9542,34,40,0.85,Aprovado,20240002,Kaio Gomes,1ºA,1º Ano,M,2008-02-14,ciencias_humanas,Adequado,8
20240003,P010,60,7.7,10.0,7,10,5,7.2,9.6,5,10,6,9.2,8.2,5,10,10,7.2,7.3,7,10,10,Ciências Humanas,8.85,0.7,8.4,0.5,8.7,0.5,7.25,0.7,8.3,31,0.8708,24,40,0.6,Aprovado,20240003,Igor Cardoso,1ºA,1º Ano,M,2007-07-19,ciencias_humanas,Adequado,8
20240004,P010,60,7.6,6.0,8,10,5,7.0,6.4,9,10,4,9.8,8.9,10,10,5,9.1,8.9,9,10,1,Ciências Humanas,6.8,0.8,6.7,0.9,9.35,1.0,9.0,0.9,7.96,15,0.9375,36,40,0.9,Aprovado,20240004,Beatriz Pereira,1ºA,1º Ano,F,2007-07-28,ciencias_humanas,Adequado,8
20240005,P010,60,8.4,9.9,6,10,6,7.5,8.3,9,10,12,9.1,6.6,9,10,10,10.0,8.2,6,10,8,Ciências Humanas,9.15,0.6,7.9,0.9,7.85,0.9,9.1,0.6,8.5,36,0.85,30,40,0.75,Aprovado,20240005,Heloísa Rodrigues,1ºA,1º Ano,F,2008-04-11,ciencias_humanas,Avançado,9
20240006,P010,60,8.4,9.7,5,10,8,9.3,8.2,9,10,5,8.3,6.4,7,10,7,7.5,8.8,5,10,4,Ciências Humanas,9.05,0.5,8.75,0.9,7.35,0.7,8.15,0.5,8.32,24,0.9,26,40,0.65,Aprovado,20240006,Kaio Moreira,1ºA,1º Ano,M,2007-09-21,ciencias_humanas,Adequado,8
20240007,P010,60,8.7,9.7,8,10,5,8.0,6.5,6,10,3,9.5,9.9,9,10,4,9.3,8.0,8,10,8,Ciências Humanas,9.2,0.8,7.25,0.6,9.7,0.9,8.65,0.8,8.7,20,0.9167,31,40,0.775,Aprovado,20240007,Tatiane Almeida,1ºA,1º Ano,F,2009-04-25,ciencias_humanas,Avançado,9
20240008,P010,60,9.4,10.0,8,10,3,8.3,6.6,8,10,1,7.5,8.9,9,10,5,6.3,8.4,8,10,2,Ciências Humanas,9.7,0.8,7.45,0.8,8.2,0.9,7.35,0.8,8.17,11,0.9542,33,40,0.825,Aprovado,20240008,Kamila Ferreira,1ºA,1º Ano,F,2009-11-27,ciencias_humanas,Adequado,8
20240009,P010,60,8.6,10.0,6,10,6,9.8,9.2,9,10,10,5.6,9.3,7,10,5,9.0,8.5,9,10,9,Ciências Humanas,9.3,0.6,9.5,0.9,7.45,0.7,8.75,0.9,8.75,30,0.875,31,40,0.775,Aprovado,20240009,Mariana Oliveira,1ºA,1º Ano,F,2007-03-09,ciencias_humanas,Avançado,9
20240010,P010,60,6.1,7.3,5,10,4,6.8,5.8,6,10,6,8.2,7.2,5,10,7,10.0,8.0,9,10,6,Ciências Humanas,6.7,0.5,6.3,0.6,7.7,0.5,9.0,0.9,7.42,23,0.9042,25,40,0.625,Aprovado,20240010,Flávia Barros,1ºA,1º Ano,F,2009-03-25,ciencias_humanas,Adequado,7
20240011,P010,60,9.7,6.3,5,10,9,7.6,8.3,9,10,3,7.1,7.7,9,10,4,7.9,7.9,9,10,4,Ciências Humanas,8.0,0.5,7.95,0.9,7.4,0.9,7.9,0.9,7.81,20,0.9167,32,40,0.8,Aprovado,20240011,João Moreira,1ºA,1º Ano,M,2007-03-25,ciencias_humanas,Adequado,8
20240012,P010,60,10.0,8.6,8,10,4,8.8,8.8,9,10,3,8.9,8.1,10,10,2,7.8,8.4,8,10,4,Ciências Humanas,9.3,0.8,8.8,0.9,8.5,1.0,8.1,0.8,8.68,13,0.9458,35,40,0.875,Aprovado,20240012,Samuel Oliveira,1ºA,1º Ano,M,2008-10-25,ciencias_humanas,Avançado,9
20240013,P010,60,9.6,9.5,9,10,3,7.9,9.1,8,10,1,8.0,8.2,9,10,1,7.6,8.0,9,10,1,Ciências Humanas,9.55,0.9,8.5,0.8,8.1,0.9,7.8,0.9,8.49,6,0.975,35,40,0.875,Aprovado,20240013,Nathan Nunes,1ºA,1º Ano,M,2009-10-21,ciencias_humanas,Adequado,8
20240014,P010,60,9.8,8.3,5,10,12,8.4,6.5,8,10,6,7.8,7.9,5,10,7,7.2,8.2,8,10,3,Ciências Humanas,9.05,0.5,7.45,0.8,7.85,0.5,7.7,0.8,8.01,28,0.8833,26,40,0.65,Aprovado,20240014,Fábio Teixeira,1ºA,1º Ano,M,2009-06-28,ciencias_humanas,Adequado,8
20240015,P010,60,7.7,8.3,7,10,10,8.3,7.0,9,10,7,7.7,8.3,9,10,6,9.6,8.5,7,10,8,Ciências Humanas,8.0,0.7,7.65,0.9,8.0,0.9,9.05,0.7,8.18,31,0.8708,32,40,0.8,Aprovado,20240015,Mateus Oliveira,1ºA,1º Ano,M,2008-03-15,ciencias_humanas,Adequado,8
20240016,P010,60,7.4,8.7,5,10,8,10.0,9.3,7,10,9,8.8,9.1,9,10,12,9.9,9.5,7,10,7,Ciências Humanas,8.05,0.5,9.65,0.7,8.95,0.9,9.7,0.7,9.09,36,0.85,28,40,0.7,Aprovado,20240016,Mirela Souza,1ºA,1º Ano,F,2008-11-10,ciencias_humanas,Avançado,9
20240017,P010,60,8.9,9.5,9,10,6,6.9,6.4,5,10,4,8.4,8.3,8,10,12,7.5,9.2,8,10,3,Ciências Humanas,9.2,0.9,6.65,0.5,8.35,0.8,8.35,0.8,8.14,25,0.8958,30,40,0.75,Aprovado,20240017,Carlos Moreira,1ºA,1º Ano,M,2009-01-12,ciencias_humanas,Adequado,8
20240018,P010,60,6.0,7.5,5,10,18,7.6,6.2,3,10,12,10.0,6.6,2,10,8,7.5,9.3,3,10,16,Ciências Humanas,6.75,0.5,6.9,0.3,8.3,0.2,8.4,0.3,7.59,54,0.775,13,40,0.325,Aprovado,20240018,Leandro Cardoso,1ºA,1º Ano,M,2008-08-15,ciencias_humanas,Adequado,7
20240019,P010,60,9.0,6.9,5,10,5,9.0,8.5,7,10,9,10.0,8.7,8,10,11,8.0,7.2,7,10,7,Ciências Humanas,7.95,0.5,8.75,0.7,9.35,0.8,7.6,0.7,8.41,32,0.8667,27,40,0.675,Aprovado,20240019,Heloísa Santos,1ºA,1º Ano,F,2008-05-03,ciencias_humanas,Adequado,8
20240020,P010,60,7.3,7.2,2,10,9,9.8,8.2,6,10,18,8.9,10.0,4,10,17,5.4,9.7,5,10,10,Ciências Humanas,7.25,0.2,9.0,0.6,9.45,0.4,7.55,0.5,8.31,54,0.775,17,40,0.425,Aprovado,20240020,André Nascimento,1ºA,1º Ano,M,2007-10-20,ciencias_humanas,Adequado,8
20240021,P010,60,8.3,8.7,9,10,12,7.2,7.3,7,10,9,8.8,10.0,7,10,5,9.4,9.7,7,10,9,Ciências Humanas,8.5,0.9,7.25,0.7,9.4,0.7,9.55,0.7,8.68,35,0.8542,30,40,0.75,Aprovado,20240021,Rafael Ferreira,1ºA,1º Ano,M,2008-10-18,ciencias_humanas,Avançado,9
20240022,P010,60,8.0,7.5,2,10,14,7.3,7.6,4,10,16,5.7,7.3,4,10,12,7.5,8.0,5,10,15,Ciências Humanas,7.75,0.2,7.45,0.4,6.5,0.4,7.75,0.5,7.36,57,0.7625,15,40,0.375,Aprovado,20240022,Pedro Carvalho,1ºA,1º Ano,M,2009-01-15,ciencias_humanas,Adequado,7
20240023,P010,60,8.3,8.6,7,10,7,8.2,7.5,7,10,4,5.8,7.5,9,10,7,7.0,8.7,6,10,8,Ciências Humanas,8.45,0.7,7.85,0.7,6.65,0.9,7.85,0.6,7.7,26,0.8917,29,40,0.725,Aprovado,20240023,Bruno Costa,1ºA,1º Ano,M,2009-11-07,ciencias_humanas,Adequado,7
20240024,P010,60,9.3,9.3,4,10,8,9.1,8.0,5,10,11,7.6,7.3,7,10,12,6.4,9.4,5,10,15,Ciências Humanas,9.3,0.4,8.55,0.5,7.45,0.7,7.9,0.5,8.3,46,0.8083,21,40,0.525,Aprovado,20240024,Ingrid Nunes,1ºA,1º Ano,F,2008-09-05,ciencias_humanas,Adequado,8
20240025,P010,60,8.0,6.7,9,10,5,7.2,7.1,9,10,1,8.2,9.5,8,10,2,7.8,5.5,10,10,0,Ciências Humanas,7.35,0.9,7.15,0.9,8.85,0.8,6.65,1.0,7.5,8,0.9667,36,40,0.9,Aprovado,20240025,Mateus Ferreira,1ºA,1º Ano,M,2008-02-26,ciencias_humanas,Adequado,7
20240026,P010,60,8.0,8.0,4,10,18,7.9,7.4,4,10,14,8.5,8.3,5,10,11,8.2,8.7,2,10,10,Ciências Humanas,8.0,0.4,7.65,0.4,8.4,0.5,8.45,0.2,8.12,53,0.7792,15,40,0.375,Aprovado,20240026,Hiago Barros,1ºA,1º Ano,M,2008-12-03,ciencias_humanas,Adequado,8
20240027,P010,60,7.7,7.6,8,10,4,9.8,8.9,5,10,10,9.2,9.7,7,10,5,8.8,9.3,5,10,6,Ciências Humanas,7.65,0.8,9.35,0.5,9.45,0.7,9.05,0.5,8.88,25,0.8958,25,40,0.625,Aprovado,20240027,Kaio Nascimento,1ºA,1º Ano,M,2007-01-08,ciencias_humanas,Avançado,9
20240028,P010,60,6.3,8.4,8,10,3,8.0,10.0,7,10,12,9.3,7.4,7,10,11,8.6,8.4,6,10,6,Ciências Humanas,7.35,0.8,9.0,0.7,8.35,0.7,8.5,0.6,8.3,32,0.8667,28,40,0.7,Aprovado,20240028,Henrique Nascimento,1ºA,1º Ano,M,2008-09-17,ciencias_humanas,Adequado,8
20240029,P010,60,8.7,7.0,10,10,5,8.6,7.9,9,10,2,8.5,7.3,9,10,5,7.5,9.6,9,10,3,Ciências Humanas,7.85,1.0,8.25,0.9,7.9,0.9,8.55,0.9,8.14,15,0.9375,37,40,0.925,Aprovado,20240029,Vitor Cardoso,1ºA,1º Ano,M,2008-06-10,ciencias_humanas,Adequado,8
20240030,P010,60,6.9,7.0,10,10,0,8.1,7.3,10,10,2,7.1,8.3,8,10,3,6.4,7.0,8,10,0,Ciências Humanas,6.95,1.0,7.7,1.0,7.7,0.8,6.7,0.8,7.26,5,0.9792,36,40,0.9,Aprovado,20240030,Natália Almeida,1ºA,1º Ano,F,2008-11-20,ciencias_humanas,Adequado,7
20240031,P010,60,10.0,8.7,10,10,3,7.3,8.7,8,10,5,8.9,9.4,10,10,3,8.0,9.4,8,10,4,Ciências Humanas,9.35,1.0,8.0,0.8,9.15,1.0,8.7,0.8,8.8,15,0.9375,36,40,0.9,Aprovado,20240031,Flávia Pereira,1ºA,1º Ano,F,2009-11-11,ciencias_humanas,Avançado,9
20240032,P010,60,5.7,6.9,7,10,10,8.4,8.6,3,10,17,7.1,8.5,2,10,16,7.4,7.9,4,10,11,Ciências Humanas,6.3,0.7,8.5,0.3,7.8,0.2,7.65,0.4,7.56,54,0.775,16,40,0.4,Aprovado,20240032,Isabela Silva,1ºA,1º Ano,F,2007-09-22,ciencias_humanas,Adequado,7
20240033,P010,60,9.4,9.3,8,10,5,7.0,6.9,10,10,3,7.7,8.2,10,10,5,7.4,9.4,9,10,2,Ciências Humanas,9.35,0.8,6.95,1.0,7.95,1.0,8.4,0.9,8.16,15,0.9375,37,40,0.925,Aprovado,20240033,Rafaela Barbosa,1ºA,1º Ano,F,2008-12-28,ciencias_humanas,Adequado,8
20240034,P010,60,8.6,8.7,8,10,6,6.7,9.6,5,10,9,4.8,9.2,8,10,10,9.3,7.7,5,10,12,Ciências Humanas,8.65,0.8,8.15,0.5,7.0,0.8,8.5,0.5,8.07,37,0.8458,26,40,0.65,Aprovado,20240034,Bernardo Pereira,1ºA,1º Ano,M,2009-03-11,ciencias_humanas,Adequado,8
20240035,P010,60,9.7,8.1,5,10,7,8.3,8.6,8,10,10,10.0,9.8,9,10,9,9.0,7.1,6,10,7,Ciências Humanas,8.9,0.5,8.45,0.8,9.9,0.9,8.05,0.6,8.82,33,0.8625,28,40,0.7,Aprovado,20240035,Flávia Araújo,1ºA,1º Ano,F,2009-03-12,ciencias_humanas,Avançado,9
20240036,P010,60,8.4,7.2,9,10,3,9.2,8.4,6,10,12,6.8,8.3,5,10,8,7.2,8.4,8,10,11,Ciências Humanas,7.8,0.9,8.8,0.6,7.55,0.5,7.8,0.8,7.99,34,0.8583,28,40,0.7,Aprovado,20240036,Rafaela Ferreira,1ºA,1º Ano,F,2009-12-22,ciencias_humanas,Adequado,8
20240037,P010,60,7.2,8.2,5,10,11,9.1,8.1,6,10,17,7.7,8.4,7,10,14,9.0,6.9,2,10,15,Ciências Humanas,7.7,0.5,8.6,0.6,8.05,0.7,7.95,0.2,8.08,57,0.7625,20,40,0.5,Aprovado,20240037,Olivia Nunes,1ºA,1º Ano,F,2009-12-03,ciencias_humanas,Adequado,8
20240038,P010,60,8.5,9.8,9,10,4,8.9,8.3,8,10,2,9.0,8.7,10,10,3,9.1,5.8,8,10,0,Ciências Humanas,9.15,0.9,8.6,0.8,8.85,1.0,7.45,0.8,8.51,9,0.9625,35,40,0.875,Aprovado,20240038,Jéssica Carvalho,1ºA,1º Ano,F,2008-11-26,ciencias_humanas,Avançado,9
20240039,P010,60,6.3,9.4,9,10,8,6.4,8.7,6,10,5,7.8,7.0,6,10,5,8.6,8.4,7,10,12,Ciências Humanas,7.85,0.9,7.55,0.6,7.4,0.6,8.5,0.7,7.82,30,0.875,28,40,0.7,Aprovado,20240039,Tatiane Carvalho,1ºA,1º Ano,F,2007-11-23,ciencias_humanas,Adequado,8
20240040,P010,60,10.0,7.4,10,10,3,9.9,8.6,8,10,4,7.4,9.1,9,10,0,8.9,8.2,9,10,3,Ciências Humanas,8.7,1.0,9.25,0.8,8.25,0.9,8.55,0.9,8.69,10,0.9583,36,40,0.9,Aprovado,20240040,Eduardo Santos,1ºA,1º Ano,M,2009-11-17,ciencias_humanas,Avançado,9
20240041,P010,60,8.5,7.5,10,10,4,7.2,9.1,10,10,4,7.9,8.1,10,10,0,8.5,8.5,10,10,0,Ciências Humanas,8.0,1.0,8.15,1.0,8.0,1.0,8.5,1.0,8.16,8,0.9667,40,40,1.0,Aprovado,20240041,Ingrid Costa,1ºA,1º Ano,F,2009-07-17,ciencias_humanas,Adequado,8
20240042,P010,60,6.5,9.7,7,10,13,8.3,7.9,4,10,12,8.7,8.5,5,10,12,9.1,8.8,4,10,13,Ciências Humanas,8.1,0.7,8.1,0.4,8.6,0.5,8.95,0.4,8.44,50,0.7917,20,40,0.5,Aprovado,20240042,Mariana Farias,1ºA,1º Ano,F,2008-05-06,ciencias_humanas,Adequado,8
20240043,P010,60,9.1,9.8,5,10,6,9.3,8.0,9,10,3,6.8,10.0,5,10,8,7.9,7.6,7,10,6,Ciências Humanas,9.45,0.5,8.65,0.9,8.4,0.5,7.75,0.7,8.56,23,0.9042,26,40,0.65,Aprovado,20240043,Bruno Pereira,1ºA,1º Ano,M,2008-08-07,ciencias_humanas,Avançado,9
20240044,P010,60,6.1,8.6,9,10,0,8.4,6.4,10,10,3,8.7,7.6,9,10,4,10.0,7.5,8,10,2,Ciências Humanas,7.35,0.9,7.4,1.0,8.15,0.9,8.75,0.8,7.91,9,0.9625,36,40,0.9,Aprovado,20240044,Olivia Santos,1ºA,1º Ano,F,2007-03-03,ciencias_humanas,Adequado,8
20240045,P010,60,7.7,7.1,8,10,0,9.7,7.7,8,10,2,7.3,9.0,9,10,1,6.5,8.9,8,10,4,Ciências Humanas,7.4,0.8,8.7,0.8,8.15,0.9,7.7,0.8,7.99,7,0.9708,33,40,0.825,Aprovado,20240045,Vanessa Silva,1ºA,1º Ano,F,2007-09-25,ciencias_humanas,Adequado,8
20240046,P010,60,9.2,7.7,4,10,12,7.8,8.1,3,10,11,9.1,8.5,6,10,14,7.5,8.1,2,10,8,Ciências Humanas,8.45,0.4,7.95,0.3,8.8,0.6,7.8,0.2,8.25,45,0.8125,15,40,0.375,Aprovado,20240046,Bernardo Teixeira,1ºB,1º Ano,M,2009-09-02,ciencias_humanas,Adequado,8
20240047,P010,60,6.0,8.0,5,10,13,5.8,6.6,7,10,16,3.3,7.5,6,10,15,6.2,8.4,6,10,16,Ciências Humanas,7.0,0.5,6.2,0.7,5.4,0.6,7.3,0.6,6.48,60,0.75,24,40,0.6,Aprovado,20240047,Samuel Rodrigues,1ºB,1º Ano,M,2009-03-20,ciencias_humanas,Básico,6
20240048,P010,60,7.5,8.4,5,10,12,5.7,8.3,5,10,8,9.5,7.9,4,10,12,8.0,7.2,5,10,15,Ciências Humanas,7.95,0.5,7.0,0.5,8.7,0.4,7.6,0.5,7.81,47,0.8042,19,40,0.475,Aprovado,20240048,Giovana Silva,1ºB,1º Ano,F,2007-03-27,ciencias_humanas,Adequado,8
20240049,P010,60,6.4,7.9,7,10,6,5.2,6.5,5,10,11,4.9,6.2,7,10,11,7.8,7.6,6,10,9,Ciências Humanas,7.15,0.7,5.85,0.5,5.55,0.7,7.7,0.6,6.56,37,0.8458,25,40,0.625,Aprovado,20240049,Hiago Moreira,1ºB,1º Ano,M,2009-03-24,ciencias_humanas,Básico,6
